Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
13.07.22 14:23:24,47.03,101.47,76.54,83.85,99.17,91.73,84.38,96.73,101.05,94.62,67.32,31.22,99.97,78.29,97.7,73.53,104.6,83.88,70.98,74.55,97.73,99.01,98.09,54.25,92.4,,30.5,965,37,30.91,965C3-(E1);
13.07.22 14:23:39,47.28,101.33,76.42,83.45,98.77,91.19,83.88,96.3,101.19,94.47,67.08,31.01,99.97,78.17,96.94,72.74,104.74,83.51,70.73,74.42,97.87,99.01,97.96,54.14,92.53,,30.5,965,37,30.9,965C3-(E1);
13.07.22 14:23:54,47.53,101.05,76.42,83.59,98.63,91.33,83.01,96.16,101.05,94.31,67.08,30.91,99.97,78.05,97.24,72.4,104.6,83.38,70.73,74.42,98,99.14,97.96,53.69,92.53,,30.5,965,37,30.9,965C3-(E1);
13.07.22 14:24:09,47.78,100.91,76.17,83.32,98.63,91.19,82.76,95.87,100.92,94.15,66.83,30.7,99.7,77.82,96.79,72.06,104.31,83.26,70.47,74.03,97.6,98.73,97.69,53.81,92.28,,30.5,965,37,30.89,965C3-(E1);
13.07.22 14:24:24,48.03,100.64,76.29,83.05,98.5,90.66,82.39,95.87,100.64,94,66.59,30.29,99.42,77.34,96.48,72.06,104.17,83.01,70.22,73.77,97.87,98.87,97.83,53.36,92.4,,30.5,965,37,30.88,965C3-(E1);
13.07.22 14:24:39,48.28,100.5,76.05,83.19,98.77,90.53,81.76,95.58,100.64,93.69,66.47,30.19,99.56,76.98,96.94,71.95,104.31,82.76,70.09,73.25,97.6,98.87,97.69,52.92,92.16,,30.5,965,37,30.86,965C3-(E1);
13.07.22 14:24:54,48.53,100.22,75.44,83.05,98.23,90.53,81.64,95.44,100.78,93.69,66.35,30.09,99.56,76.87,96.63,71.83,104.6,82.76,69.96,72.73,97.73,98.87,97.83,52.36,92.28,,30.5,965,37,30.86,965C3-(E1);
13.07.22 14:25:09,48.78,100.36,75.31,82.79,98.77,90.8,81.39,95.16,100.64,93.69,66.35,29.88,99.56,76.75,96.33,72.06,104.31,82.63,69.83,72.34,97.73,98.6,97.83,52.14,92.53,,30.5,965,37,30.83,965C3-(E1);
13.07.22 14:25:24,49.03,100.22,75.56,82.52,98.5,90.66,81.39,95.01,100.51,93.38,65.86,29.68,99.56,76.39,95.88,71.27,104.31,82.39,69.58,72.08,97.6,98.87,97.69,51.92,92.28,,30.5,965,37,30.83,965C3-(E1);
13.07.22 14:25:39,49.28,100.22,75.44,82.92,98.37,90.8,81.27,95.16,100.64,93.22,65.86,29.47,99.7,77.34,96.33,71.16,104.31,82.39,69.83,72.47,97.73,98.87,97.83,52.25,92.28,,30.5,965,37,30.83,965C3-(E1);
13.07.22 14:25:54,49.53,99.94,74.46,82.65,98.37,90.53,81.02,95.16,100.78,93.07,65.74,29.27,99.56,77.34,95.72,70.59,104.17,82.39,69.45,71.69,97.6,98.6,97.56,51.81,92.28,,30.5,965,37,30.8,965C3-(E1);
13.07.22 14:26:09,49.78,99.66,74.46,82.39,98.5,90.4,80.53,94.59,100.51,92.91,65.37,28.76,99.42,76.98,95.27,71.27,104.17,82.26,69.19,71.17,97.6,98.6,97.56,51.47,92.16,,30.5,965,37,30.79,965C3-(E1);
13.07.22 14:26:24,50.03,99.38,74.1,82.65,98.37,90.27,79.66,94.59,100.64,92.91,65.13,29.07,99.56,76.75,95.12,70.26,104.31,81.89,69.19,70.91,97.6,98.87,97.56,51.36,91.91,,30.5,965,37,30.79,965C3-(E1);
13.07.22 14:26:39,50.28,99.11,73.73,82.39,98.1,90.53,79.05,94.3,100.51,92.44,64.89,28.66,99.42,76.51,94.21,70.26,104.03,81.89,68.94,70.01,97.34,98.6,97.69,50.81,92.03,,30.5,965,37,30.78,965C3-(E1);
13.07.22 14:26:54,50.53,98.97,73.61,82.25,98.37,89.87,78.8,93.88,100.23,92.6,64.89,28.56,99.29,76.16,94.21,70.59,104.17,81.64,68.69,69.62,97.47,98.6,97.56,50.81,92.03,,30.5,965,37,30.76,965C3-(E1);
13.07.22 14:27:09,50.78,98.83,73.25,82.12,97.96,90.27,79.05,93.88,100.51,92.29,65.01,28.25,99.42,75.92,94.21,70.15,104.03,81.02,68.56,69.37,97.21,98.6,97.56,51.03,91.91,,30.5,965,37,30.76,965C3-(E1);
13.07.22 14:27:24,51.03,98.69,73,81.86,98.1,90.53,78.8,93.88,100.23,92.44,64.77,28.25,99.02,76.04,94.06,69.36,104.17,80.9,68.56,69.11,97.6,98.73,97.69,50.59,92.16,,30.5,965,37,30.75,965C3-(E1);
13.07.22 14:27:39,51.28,98.41,72.64,81.46,98.1,89.47,77.82,92.74,100.1,91.82,64.28,27.94,98.88,75.45,93.46,68.91,103.74,80.9,68.05,68.6,97.21,98.33,97.56,50.48,91.67,,30.5,965,37,30.75,965C3-(E1);
13.07.22 14:27:54,51.53,98.27,72.52,81.72,98.1,89.47,77.7,92.88,99.96,91.98,64.28,27.84,99.15,75.33,93.16,68.47,103.6,81.27,68.18,68.21,97.08,98.33,97.43,50.04,91.91,,30.5,965,37,30.74,965C3-(E1);
13.07.22 14:28:09,51.78,98.14,72.64,81.46,97.7,89.08,76.85,92.6,99.82,91.82,64.04,27.44,99.02,74.98,93.16,68.25,103.17,80.65,67.8,67.83,96.81,98.46,97.56,49.49,91.42,,30.5,965,37,30.71,965C3-(E1);
13.07.22 14:28:24,52.03,98.14,72.64,81.59,97.56,89.74,76.85,92.32,99.69,91.67,63.8,27.54,98.75,75.33,93.31,68.36,102.89,80.28,67.92,67.57,96.68,98.46,97.56,49.49,91.3,,30.5,965,37,30.71,965C3-(E1);
13.07.22 14:28:39,52.28,98.14,72.52,81.46,97.56,88.68,77.34,92.32,99.55,91.67,63.56,27.34,98.21,75.45,93.01,68.02,102.89,80.4,67.8,67.57,96.42,98.46,97.43,49.49,90.81,,30.5,965,37,30.72,965C3-(E1);
13.07.22 14:28:54,52.53,98.14,72.4,81.59,97.16,88.95,77.09,92.74,99.82,91.52,63.68,27.34,98.48,74.98,92.71,68.13,102.89,80.65,67.8,67.7,96.55,98.73,97.43,49.27,90.93,,30.5,965,37,30.71,965C3-(E1);
13.07.22 14:29:09,52.78,98,72.16,81.46,97.43,88.68,76.85,92.18,99.42,91.36,63.44,27.03,98.21,74.74,92.41,67.91,102.61,80.28,67.42,67.32,96.29,98.33,97.16,49.05,90.68,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:29:24,53.03,97.72,72.16,81.19,97.16,88.29,76.73,92.18,99.69,91.05,63.32,26.83,98.08,75.1,91.36,68.02,102.61,80.16,67.29,66.43,96.16,98.46,97.56,48.94,90.68,,30.5,965,37,30.71,965C3-(E1);
13.07.22 14:29:39,53.28,97.86,72.4,81.33,97.56,88.68,76.85,92.32,99.42,91.36,63.44,26.83,98.61,74.63,91.81,68.13,102.75,80.4,67.42,66.3,96.42,98.6,97.69,48.73,90.81,,30.5,965,37,30.69,965C3-(E1);
13.07.22 14:29:54,53.53,97.72,72.52,81.33,97.56,88.42,76.97,92.18,99.42,91.05,64.04,26.73,98.34,74.51,91.66,68.02,102.61,80.28,67.16,65.92,96.29,98.6,97.56,48.29,90.68,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:30:09,53.78,97.45,72.16,81.06,97.03,88.16,76.48,91.75,99.42,90.74,63.8,26.22,97.94,74.63,90.76,67.58,102.75,79.91,66.78,65.41,96.16,98.46,97.29,47.63,90.56,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:30:24,54.03,97.72,72.28,80.93,97.16,88.29,76.97,91.61,99.55,90.9,63.68,26.32,98.08,74.63,90.91,67.25,102.61,80.03,66.66,65.29,96.29,98.73,97.56,47.53,90.68,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:30:39,54.28,97.31,72.16,80.8,97.03,88.16,76.85,91.19,99.28,90.59,63.44,26.22,98.21,74.63,90.61,66.8,102.75,79.79,66.53,64.78,96.29,98.6,97.29,47.85,90.68,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:30:54,54.53,97.31,72.04,80.93,97.3,88.16,76.97,91.47,99.42,90.74,62.96,26.12,98.21,74.51,90.61,67.13,102.75,79.79,66.78,64.91,96.29,98.73,97.56,47.31,90.44,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:31:09,54.78,97.03,71.92,80.93,97.03,88.82,77.46,91.19,99.28,90.59,62.84,25.72,97.94,74.39,89.57,67.02,102.61,79.66,66.28,64.65,96.02,98.6,97.43,46.87,90.68,,30.5,965,37,30.66,965C3-(E1);
13.07.22 14:31:24,55.03,97.03,71.8,80.66,97.16,88.16,78.07,91.33,99.28,90.28,62.48,25.72,97.94,74.27,89.42,66.47,102.61,79.42,66.28,64.15,96.16,98.6,97.43,46.87,90.56,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:31:39,55.28,96.89,72.28,80.66,97.03,87.9,77.7,91.19,99.28,90.28,62.24,25.62,98.21,74.16,89.57,66.47,102.61,79.29,66.03,64.15,95.89,98.46,97.43,46.66,90.44,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:31:54,55.53,96.89,72.16,80.8,97.43,88.16,77.58,91.05,99.28,90.28,62,25.42,98.21,73.69,89.12,66.14,102.47,79.66,66.03,63.77,96.29,98.73,97.43,46.44,90.68,,30.5,965,37,30.68,965C3-(E1);
13.07.22 14:32:09,55.78,96.62,72.04,80.4,96.9,87.76,76.97,91.19,99.42,89.82,61.64,25.21,97.94,73.81,88.53,66.58,102.75,79.42,65.9,63.52,96.29,98.6,97.56,46.22,90.56,,30.5,965,37,30.66,965C3-(E1);
13.07.22 14:32:24,56.03,96.48,71.67,80.4,97.3,87.9,76.85,91.05,99.28,89.97,61.28,25.01,97.94,73.34,88.38,65.7,102.61,79.05,65.52,63.39,96.29,98.46,97.16,46.22,90.68,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:32:39,56.28,96.76,71.8,80.53,97.43,88.29,77.09,91.33,99.42,89.82,61.16,25.11,98.08,73.69,88.53,65.92,102.61,78.93,65.78,63.27,96.42,98.73,97.83,45.79,90.81,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:32:54,56.53,96.62,71.31,80.4,97.16,88.03,76.24,91.19,99.28,89.66,61.16,24.91,98.21,72.99,88.08,65.15,102.61,78.56,65.52,63.14,96.42,98.73,97.43,45.79,90.56,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:33:09,56.78,96.34,71.31,80.4,97.03,87.5,76.24,91.19,99.28,89.51,60.68,24.71,98.08,72.41,87.49,64.71,102.61,78.07,65.4,62.14,96.02,98.33,97.43,45.68,90.68,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:33:24,57.03,96.89,71.31,80.27,97.03,87.63,75.75,91.05,99.14,89.36,60.56,24.51,97.94,72.29,87.79,64.82,102.89,77.82,65.15,61.51,96.16,98.46,97.16,45.47,90.68,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:33:39,57.28,97.03,71.31,80.14,97.16,87.5,75.51,90.91,99.28,89.2,60.8,24.41,98.08,72.29,87.64,64.16,102.61,77.95,65.15,61.14,96.29,98.6,97.29,45.25,90.68,,30.5,965,37,30.65,965C3-(E1);
13.07.22 14:33:54,57.53,96.89,70.95,80.14,97.03,87.76,75.27,91.19,99.14,89.2,60.68,24.21,98.21,72.06,87.34,64.27,102.89,77.7,65.02,60.64,96.42,98.46,97.43,44.71,90.81,,30.5,965,37,30.63,965C3-(E1);
13.07.22 14:34:09,57.78,96.34,70.71,79.87,96.77,87.63,75.03,91.05,99.28,88.74,60.56,23.91,98.08,71.83,87.49,63.83,102.47,77.34,64.9,61.01,96.02,98.33,97.43,44.5,90.68,,30.5,965,37,30.64,965C3-(E1);
13.07.22 14:34:24,58.03,96.48,71.43,79.74,97.03,87.37,75.27,90.91,99.01,88.44,60.2,23.81,97.94,71.71,87.05,63.83,102.61,77.09,64.52,60.51,96.02,98.33,97.43,44.39,90.56,,30.5,965,37,30.63,965C3-(E1);
13.07.22 14:34:39,58.28,96.62,71.8,79.61,96.9,87.24,74.66,90.77,99.01,88.59,60.68,23.61,97.81,71.25,86.61,63.61,102.47,76.97,64.52,59.77,96.02,98.33,97.43,43.96,90.44,,30.5,965,37,30.64,965C3-(E1);
13.07.22 14:34:54,58.53,96.21,71.55,79.48,97.16,87.37,73.34,91.05,99.01,88.59,59.97,23.51,97.81,71.36,86.61,63.61,102.61,77.09,64.52,60.14,96.02,98.33,97.29,44.07,90.56,,30.5,965,37,30.63,965C3-(E1);
13.07.22 14:35:09,58.78,96.07,71.19,79.48,97.16,87.37,72.5,90.91,99.14,88.59,59.97,23.11,97.94,71.36,86.31,63.61,102.61,76.97,64.27,59.77,95.89,98.33,97.43,43.74,90.56,,30.5,965,37,30.61,965C3-(E1);
13.07.22 14:35:24,59.03,95.8,70.83,79.34,97.03,87.11,72.26,90.63,98.87,88.13,60.08,23.01,97.81,71.25,85.28,63.29,102.47,76.48,64.02,58.9,95.76,98.33,97.03,43.42,90.44,,30.5,965,37,30.61,965C3-(E1);
13.07.22 14:35:39,59.28,95.93,70.71,79.48,97.16,87.11,72.5,90.77,99.28,88.13,59.49,22.91,98.08,71.48,86.46,63.18,102.61,76.73,64.14,58.77,96.29,98.46,97.29,43.31,90.56,,30.5,965,37,30.61,965C3-(E1);
13.07.22 14:35:54,59.53,95.11,69.99,79.34,97.03,87.11,72.26,90.63,98.87,87.98,59.02,22.61,97.94,71.01,85.72,63.07,102.61,76.73,63.89,57.91,96.02,98.46,97.29,43.1,90.44,,30.5,965,37,30.61,965C3-(E1);
13.07.22 14:36:09,59.78,95.11,69.99,79.34,97.16,87.24,72.14,91.05,99.01,88.13,58.78,22.61,98.08,70.9,85.28,62.74,102.61,76.36,63.77,57.66,96.29,98.6,97.56,42.89,90.68,,30.5,965,37,30.61,965C3-(E1);
13.07.22 14:36:24,60.03,94.7,69.87,78.95,96.9,87.37,72.26,91.19,99.01,87.67,58.78,22.21,97.94,71.01,85.13,63.18,102.61,76.36,63.52,57.29,96.16,98.46,97.16,42.46,90.56,,30.5,965,37,30.61,965C3-(E1);
